16.05 20:08:30> Started trip loader task
16.05 20:09:35> Started trip loader task
16.05 20:11:14> Started trip loader task
16.05 20:12:51> Started trip loader task
16.05 20:14:03> Started trip loader task
16.05 20:14:04> 1: [461849] ПИЗА | 7д | 2348 км | 5181р | R1398
16.05 20:55:15> 146: [466717] ТОРОНТО | 8д | 7486 км | 34263р | R301
16.05 20:55:15> 147: [458951] SAN JUAN | 14д | 9146 км | 49131р | R297
16.05 20:55:15> 148: [459492] АГРА | 7д | 4519 км | 183177р | R293
16.05 20:55:15> 149: [447684] ЗАГРЕБ | 14д | 1869 км | 13363р | R291
16.05 20:55:15> 150: [459138] COPENHAGEN | 3д | 1559 км | 10541р | R290
16.05 20:55:15> 151: [464465] АТЛАНТА | 137д | 8654 км | 30108р | R289
16.05 20:55:15> 152: [451009] БЕЛГРАД | 7д | 1714 км | 11163р | R288
16.05 20:55:15> 153: [448285] САН-ФРАНЦИСКО | 14д | 9447 км | 34525р | R284
16.05 20:55:15> 154: [459348] ПХУКЕТ | 15д | 7462 км | 27686р | R284
16.05 20:55:15> 155: [466806] КИТО | 49д | 11619 км | 63621р | R283
16.05 20:55:15> 156: [466072] САРАЕВО | 7д | 1905 км | 14229р | R282
16.05 20:55:15> 157: [459123] CINCINNATI | 48д | 8143 км | 39721р | R275
16.05 20:55:15> 158: [466476] ХЬЮСТОН | 29д | 9518 км | 34678р | R272
16.05 20:55:15> 159: [454613] BELFAST | 7д | 2723 км | 21890р | R272
16.05 20:55:15> 160: [448175] ТАЛЛИН | 10д | 867 км | 10066р | R262
16.05 20:55:15> 161: [448688] ФРАНКФУРТ | 4д | 2031 км | 10196р | R261
16.05 20:55:15> 162: [450885] БУЭНОС-АЙРЕС | 31д | 13479 км | 69577р | R256
16.05 20:55:15> 163: [448884] ГОНОЛУЛУ | 16д | 11325 км | 56347р | R252
16.05 20:55:15> 164: [466817] БАНДУНГ | 14д | 9423 км | 46839р | R246
16.05 20:55:15> 165: [466686] СОФИЯ | 30д | 1775 км | 12539р | R245
16.05 20:55:15> 166: [459080] CALGARY | 8д | 7847 км | 54025р | R245
16.05 20:55:15> 167: [459490] ПЕРТ | 14д | 12222 км | 54191р | R234
16.05 20:55:15> 168: [454608] PHILIPSBURG | 8д | 9009 км | 47750р | R234
16.05 20:55:15> 169: [453247] КУАЛА-ЛУМПУР | 14д | 8129 км | 27543р | R227
16.05 20:55:15> 170: [454599] CANBERRA | 14д | 14491 км | 70929р | R220
16.05 20:55:15> 171: [458008] КОЧИ | 18д | 6086 км | 33872р | R217
16.05 20:55:15> 172: [466819] ЧЕННАЙ | 39д | 5991 км | 32599р | R215
16.05 20:55:15> 173: [471434] РИГА | 4д | 849 км | 8309р | R211
16.05 20:55:15> 174: [459262] БОСТОН | 27д | 7221 км | 36233р | R209
16.05 20:55:15> 175: [455626] PORTLAND | 112д | 7070 км | 31751р | R207
16.05 20:55:15> 176: [461612] НОВОСИБИРСК | 4д | 2797 км | 11217р | R206
16.05 20:55:15> 177: [447084] БЕРЛИН | 3д | 1608 км | 8961р | R206
16.05 20:55:15> 178: [447822] ЧЭНДУ | 7д | 5789 км | 28668р | R203
16.05 20:55:15> 179: [459055] OSLO | 4д | 1643 км | 11701р | R202
16.05 20:55:15> 180: [451645] ЛОС-АНДЖЕЛЕС | 47д | 9772 км | 29338р | R201
16.05 20:55:15> 181: [451489] ВАРШАВА | 8д | 1156 км | 8794р | R197
16.05 20:55:15> 182: [450207] ЗАДАР | 8д | 2039 км | 24443р | R196
16.05 20:55:15> 183: [466776] САН-СЕБАСТЬЯН | 12д | 3119 км | 29857р | R196
16.05 20:55:15> 184: [466716] ТРАБЗОН | 13д | 1649 км | 15904р | R188
16.05 20:55:15> 185: [473835] ОРЛАНДО | 14д | 9017 км | 34861р | R184
16.05 20:55:15> 186: [461938] УФА | 4д | 1164 км | 6470р | R177
16.05 20:55:15> 187: [451065] ТБИЛИСИ | 186д | 1654 км | 8722р | R169
16.05 20:55:15> 188: [455168] PANAMA CITY | 14д | 10804 км | 43992р | R162
16.05 20:55:15> 189: [454610] BILLUND | 3д | 1769 км | 14328р | R157
16.05 20:55:15> 190: [448788] НИЖНИЙ НОВГОРОД | 42д | 387 км | 4470р | R154
16.05 20:55:15> 191: [454590] CEBU | 21д | 8837 км | 43316р | R151
16.05 20:55:15> 192: [466774] ГРАНАДА | 13д | 3692 км | 28896р | R147
16.05 20:55:15> 193: [459205] SEATTLE | 17д | 8373 км | 46341р | R143
16.05 20:55:15> 194: [448407] КАЗАНЬ | 3д | 731 км | 4241р | R138
16.05 20:55:15> 195: [459617] СИАНУКВИЛЬ | 15д | 7536 км | 64113р | R136
16.05 20:55:15> 196: [465748] САН-ПАУЛУ | 30д | 11818 км | 61561р | R120
16.05 20:55:15> 197: [447766] ЛИМА | 17д | 12649 км | 59373р | R117
16.05 20:55:15> 198: [465887] СИАНЬ | 9д | 5768 км | 37155р | R115
16.05 20:55:15> 199: [457194] ЕРЕВАН | 14д | 1805 км | 7563р | R114
16.05 20:55:15> 200: [454905] TRONDHEIM | 3д | 1735 км | 22759р | R112
16.05 20:55:15> 201: [466671] ЦИНДАО | 13д | 6328 км | 36038р | R109
16.05 20:55:15> 202: [454606] LEEDS | 1д | 2482 км | 21087р | R100
16.05 20:55:15> 203: [454542] KIEV | 10д | 756 км | 9335р | R100
16.05 20:55:15> 204: [448118] ВИЛЬНЮС | 9д | 791 км | 7805р | R96
16.05 20:55:15> 205: [451699] ЧАНГ МАЙ | 14д | 6514 км | 40583р | R96
16.05 20:55:15> 206: [448764] ЛАС-ВЕГАС | 5д | 9481 км | 39367р | R95
16.05 20:55:15> 207: [459543] БРЕСТ | 7д | 2934 км | 30456р | R83
16.05 20:55:15> 208: [461877] РОСТОВ-НА-ДОНУ | 6д | 957 км | 3743р | R82
16.05 20:55:15> 209: [459378] САНТО-ДОМИНГО | 15д | 9366 км | 52568р | R75
16.05 20:55:15> 210: [459309] ФОРТ-ЛОДЕРДЕЙЛ | 21д | 9188 км | 40989р | R73
16.05 20:55:15> 211: [459506] САН-ХОСЕ | 14д | 10961 км | 70442р | R70
16.05 20:55:15> 212: [448083] МАНИЛА | 14д | 8259 км | 33444р | R59
16.05 20:55:15> 213: [466769] САН-ДИЕГО | 40д | 9892 км | 47301р | R58
16.05 20:55:15> 214: [454604] JEDDAH | 14д | 3793 км | 39900р | R38
16.05 20:55:15> 215: [459513] КИШИНЁВ | 62д | 1149 км | 8040р | R32
16.05 20:55:15> 216: [447016] ПРАГА | 5д | 1668 км | 9863р | R28
16.05 20:55:15> 217: [459485] ДАЛЯНЬ | 17д | 6175 км | 35464р | R20
16.05 20:55:15> 218: [459126] SALT LAKE CITY | 21д | 8905 км | 47432р | R16
16.05 20:55:15> 219: [458956] SHANGHAI | 15д | 6819 км | 32918р | R11
